review_id,user_id,product_id,category,brand,city,rating,review_text,review_date,helpful_votes,purchase_count_90d,avg_spend_90d,return_rate,sentiment_label,topics_tags,label_bin,kmeans_cluster,dbscan_cluster
R00433,U1244,P2031,Hotel,Andes Inn,Ciudad de México,4,Compré en Andes Inn (Hotel). Me pareció delicioso; atención y envío fueron determinantes. Cinco estrellas.,2023-09-05,3,0,23.81,0.07,positivo,"garantía,envío,higiene",1,1,-1
R00434,U1287,P2076,Ropa,UrbanWear,Miami,3,"Probé UrbanWear en categoría Ropa. Experiencia promedio. higiene bien, atención regular. Podría mejorar.",2023-08-20,4,1,118.45,0.31,neutral,"higiene,devolución,atención",0,1,0
R00435,U1122,P2104,Ropa,Fit&Go,Ciudad de México,5,"Para ser Ropa, Fit&Go resultó delicioso. Destaco batería, aunque devolución no fue ideal. Superó mis expectativas.",2023-08-30,4,0,17.44,0.15,positivo,"wifi,comodidad,batería",1,0,7
R00436,U1096,P2140,Ropa,EcoThread,New York,3,"Para ser Ropa, EcoThread resultó estándar. Destaco batería, aunque ubicación no fue ideal. Está bien por el precio.",2023-04-19,3,1,123.06,0.16,neutral,"calidad,precio,talla",0,0,-1
R00437,U1318,P2127,Ropa,EcoThread,Barcelona,2,El ropa de EcoThread es malo. La envío fue adecuada y la comodidad podría mejorar. Experiencia decepcionante.,2024-01-16,1,1,69.88,0.24,negativo,"ubicación,atención,sabor",0,2,-1
R00438,U1137,P2066,Supermercado,MaxiMarket,Madrid,3,"Probé MaxiMarket en categoría Supermercado. Experiencia esperado. atención bien, calidad regular. Está bien por el precio.",2023-05-07,2,2,55.77,0.14,neutral,"precio,talla,ubicación",0,1,5
R00439,U1175,P2054,Supermercado,MaxiMarket,Santo Domingo,4,Compré en MaxiMarket (Supermercado). Me pareció limpio; talla y envío fueron determinantes. Vale cada peso.,2024-01-15,0,0,135.51,0.14,positivo,"higiene,garantía,ubicación",1,1,0
R00440,U1136,P2108,Restaurante,El Asadero,San Juan,4,"Para ser Restaurante, El Asadero resultó potente. Destaco precio, aunque garantía no fue ideal. Vale cada peso.",2023-08-21,1,1,1.5,0.03,positivo,"devolución,higiene,calidad",1,0,-1
R00441,U1195,P2049,Hotel,EcoStay,Buenos Aires,4,Compré en EcoStay (Hotel). Me pareció amable; atención y devolución fueron determinantes. Vale cada peso.,2024-08-15,2,0,262.9,0.17,positivo,"envío,calidad,atención",1,1,0
R00442,U1376,P2035,Ropa,UrbanWear,Puerto Plata,4,"Para ser Ropa, UrbanWear resultó cómodo. Destaco higiene, aunque talla no fue ideal. Vale cada peso.",2023-08-13,1,2,76.06,0.14,positivo,"devolución,calidad,wifi",1,0,19
R00443,U1322,P2085,Ropa,UrbanWear,Bogotá,4,Compré en UrbanWear (Ropa). Me pareció potente; garantía y wifi fueron determinantes. Lo volvería a comprar.,2023-09-21,1,1,6.5,0.22,positivo,"talla,envío,wifi",1,1,0
R00444,U1026,P2097,Hotel,CityLights,Quito,3,"Para ser Hotel, CityLights resultó promedio. Destaco sabor, aunque envío no fue ideal. Podría mejorar.",2024-04-27,1,0,191.33,0.06,neutral,"batería,atención,calidad",0,0,-1
R00445,U1061,P2109,Supermercado,MercadoPlus,Bogotá,4,Compré en MercadoPlus (Supermercado). Me pareció excelente; devolución y talla fueron determinantes. Cinco estrellas.,2024-04-21,0,4,39.1,0.02,positivo,"higiene,atención,envío",1,1,0
R00446,U1394,P2103,Ropa,EcoThread,Santo Domingo,3,El ropa de EcoThread es correcto. La batería fue adecuada y la comodidad podría mejorar. Está bien por el precio.,2024-01-13,5,0,16.89,0.04,neutral,"calidad,atención,precio",0,2,-1
R00447,U1182,P2091,Ropa,ClassicLine,Atlanta,5,"Para ser Ropa, ClassicLine resultó maravilloso. Destaco ubicación, aunque atención no fue ideal. Muy recomendado.",2023-07-15,0,1,42.72,0.05,positivo,"batería,precio,wifi",1,0,0
R00448,U1224,P2091,Ropa,ClassicLine,Buenos Aires,4,El ropa de ClassicLine es amable. La talla fue adecuada y la precio podría mejorar. Superó mis expectativas.,2023-02-22,1,2,17.23,0.09,positivo,"talla,atención,envío",1,2,-1
R00449,U1361,P2025,Restaurante,Cafeto,Bogotá,3,"Para ser Restaurante, Cafeto resultó normal. Destaco atención, aunque batería no fue ideal. Podría mejorar.",2024-05-27,1,2,77.0,0.02,neutral,"ubicación,wifi,garantía",0,0,-1
R00450,U1374,P2109,Supermercado,MercadoPlus,San Juan,3,"Para ser Supermercado, MercadoPlus resultó normal. Destaco calidad, aunque comodidad no fue ideal. Cumple lo básico.",2023-09-22,5,3,10.54,0.04,neutral,"ubicación,garantía,comodidad",0,0,-1
R00451,U1134,P2113,Ropa,Eleganza,Quito,3,El ropa de Eleganza es aceptable. La higiene fue adecuada y la devolución podría mejorar. Ni bien ni mal.,2024-08-25,2,0,55.93,0.17,neutral,"wifi,sabor,ubicación",0,2,3
R00452,U1186,P2002,Ropa,ClassicLine,Lima,4,Compré en ClassicLine (Ropa). Me pareció limpio; batería y wifi fueron determinantes. Lo volvería a comprar.,2024-04-05,2,0,45.33,0.03,positivo,"devolución,comodidad,atención",1,1,0
R00453,U1349,P2024,Restaurante,El Asadero,Santiago de los Caballeros,4,El restaurante de El Asadero es duradero. La sabor fue adecuada y la ubicación podría mejorar. Superó mis expectativas.,2024-09-01,1,2,68.33,0.1,positivo,"ubicación,wifi,precio",1,2,-1
R00454,U1267,P2015,Restaurante,Cafeto,Santiago de los Caballeros,3,Compré en Cafeto (Restaurante). Me pareció promedio; envío y garantía fueron determinantes. Cumple lo básico.,2023-11-04,1,1,45.92,0.01,neutral,"batería,calidad,envío",0,1,0
R00455,U1016,P2019,Hotel,EcoStay,Bogotá,5,El hotel de EcoStay es económico. La comodidad fue adecuada y la devolución podría mejorar. Cinco estrellas.,2024-05-06,2,0,328.26,0.11,positivo,"comodidad,batería,higiene",1,2,-1
R00456,U1113,P2072,Ropa,ClassicLine,Buenos Aires,4,El ropa de ClassicLine es excelente. La batería fue adecuada y la ubicación podría mejorar. Muy recomendado.,2024-08-29,2,4,108.56,0.02,positivo,"comodidad,talla,calidad",1,2,-1
R00457,U1327,P2030,Electrónica,TecnoMax,Barcelona,4,"TecnoMax (Electrónica) was amable. devolución ok, talla meh. Superó mis expectativas.",2023-09-04,2,2,31.3,0.03,positivo,"envío,sabor,wifi",1,1,6
R00458,U1270,P2098,Hotel,EcoStay,Lima,4,Compré en EcoStay (Hotel). Me pareció delicioso; atención y comodidad fueron determinantes. Lo volvería a comprar.,2024-05-19,5,0,550.49,0.24,positivo,"envío,talla,calidad",1,1,0
R00459,U1197,P2050,Hotel,Hotel Mar Azul,New York,3,"Probé Hotel Mar Azul en categoría Hotel. Experiencia esperado. comodidad bien, talla regular. Cumple lo básico.",2023-01-17,1,2,56.8,0.08,neutral,"atención,devolución,wifi",0,1,8
R00460,U1054,P2112,Ropa,ClassicLine,Puerto Plata,5,El ropa de ClassicLine es limpio. La talla fue adecuada y la batería podría mejorar. Vale cada peso.,2023-02-10,4,1,25.19,0.3,positivo,"devolución,batería,comodidad",1,2,13
R00461,U1092,P2086,Restaurante,Sabores Doña Ana,Panamá,3,"Para ser Restaurante, Sabores Doña Ana resultó estándar. Destaco wifi, aunque batería no fue ideal. Cumple lo básico.",2024-03-07,3,1,92.86,0.46,neutral,"wifi,higiene,devolución",0,0,0
R00462,U1161,P2077,Restaurante,La Trattoria,Ciudad de México,4,Compré en La Trattoria (Restaurante). Me pareció amable; talla y sabor fueron determinantes. Vale cada peso.,2023-09-16,2,0,38.27,0.06,positivo,"wifi,sabor,talla",1,1,0
R00463,U1392,P2121,Restaurante,Sabores Doña Ana,Barcelona,5,El restaurante de Sabores Doña Ana es limpio. La ubicación fue adecuada y la higiene podría mejorar. Vale cada peso.,2023-12-22,1,0,54.83,0.02,positivo,"wifi,talla,garantía",1,2,-1
R00464,U1305,P2071,Electrónica,VoltPro,Santo Domingo,4,"Para ser Electrónica, VoltPro resultó delicioso. Destaco garantía, aunque atención no fue ideal. Lo volvería a comprar.",2023-10-20,3,1,108.36,0.02,positivo,"envío,wifi,precio",1,0,11
R00465,U1395,P2003,Hotel,Sueño Real,Buenos Aires,3,El hotel de Sueño Real es normal. La comodidad fue adecuada y la batería podría mejorar. Ni bien ni mal.,2023-08-19,0,0,52.21,0.13,neutral,"talla,garantía,wifi",0,2,-1
R00466,U1182,P2088,Restaurante,SushiGo,Santiago de los Caballeros,3,"Para ser Restaurante, SushiGo resultó estándar. Destaco atención, aunque garantía no fue ideal. Ni bien ni mal.",2023-01-05,2,1,119.49,0.14,neutral,"precio,devolución,garantía",0,0,4
R00467,U1292,P2092,Restaurante,SushiGo,Quito,1,El restaurante de SushiGo es terrible. La devolución fue adecuada y la ubicación podría mejorar. No cumple lo prometido.,2023-02-14,2,0,90.62,0.06,negativo,"higiene,comodidad,atención",0,2,-1
R00468,U1328,P2142,Restaurante,Sabores Doña Ana,Bogotá,4,"Para ser Restaurante, Sabores Doña Ana resultó amable. Destaco devolución, aunque envío no fue ideal. Lo volvería a comprar.",2023-04-17,0,1,46.9,0.23,positivo,"garantía,envío,comodidad",1,0,-1
R00469,U1222,P2057,Hotel,Sueño Real,Lima,4,"Para ser Hotel, Sueño Real resultó duradero. Destaco batería, aunque talla no fue ideal. Lo volvería a comprar.",2023-01-04,1,0,172.77,0.18,positivo,"higiene,calidad,atención",1,0,-1
R00470,U1021,P2135,Electrónica,Auralink,Miami,5,El electrónica de Auralink es rápido. La wifi fue adecuada y la devolución podría mejorar. Superó mis expectativas.,2023-10-20,0,1,148.43,0.14,positivo,"sabor,wifi,comodidad",1,2,29
R00471,U1374,P2100,Hotel,Andes Inn,Puerto Plata,3,"Probé Andes Inn en categoría Hotel. Experiencia normal. calidad bien, garantía regular. Ni bien ni mal.",2023-12-27,3,0,223.67,0.32,neutral,"higiene,ubicación,comodidad",0,1,-1
R00472,U1067,P2065,Hotel,CityLights,Lima,4,"Probé CityLights en categoría Hotel. Experiencia duradero. wifi bien, higiene regular. Lo volvería a comprar.",2024-01-03,3,0,12.75,0.06,positivo,"sabor,calidad,ubicación",1,1,0
R00473,U1222,P2109,Supermercado,MercadoPlus,Lima,3,Compré en MercadoPlus (Supermercado). Me pareció promedio; wifi y atención fueron determinantes. Podría mejorar.,2023-10-21,1,0,217.54,0.4,neutral,"devolución,talla,precio",0,1,0
R00474,U1315,P2109,Supermercado,MercadoPlus,Santiago de los Caballeros,3,El supermercado de MercadoPlus es promedio. La garantía fue adecuada y la ubicación podría mejorar. Está bien por el precio.,2023-06-30,3,1,28.55,0.14,neutral,"talla,wifi,atención",0,2,21
R00475,U1343,P2052,Supermercado,EcoMarket,Atlanta,3,El supermercado de EcoMarket es estándar. La sabor fue adecuada y la higiene podría mejorar. Cumple lo básico.,2023-06-16,3,3,44.47,0.17,neutral,"higiene,devolución,sabor",0,2,-1
R00476,U1156,P2074,Supermercado,Abarrotes 24,Madrid,4,Compré en Abarrotes 24 (Supermercado). Me pareció económico; precio y wifi fueron determinantes. Cinco estrellas.,2023-10-30,1,1,22.9,0.08,positivo,"precio,sabor,comodidad",1,1,0
R00477,U1350,P2136,Electrónica,Auralink,Santo Domingo,4,"Para ser Electrónica, Auralink resultó maravilloso. Destaco atención, aunque batería no fue ideal. Lo volvería a comprar.",2024-05-28,0,0,20.04,0.21,positivo,"sabor,precio,calidad",1,0,11
R00478,U1175,P2102,Ropa,Eleganza,Madrid,1,Compré en Eleganza (Ropa). Me pareció defectuoso; envío y higiene fueron determinantes. Nunca más.,2023-07-14,0,3,66.86,0.3,negativo,"talla,calidad,garantía",0,1,0
R00479,U1279,P2009,Restaurante,El Asadero,Ciudad de México,4,El restaurante de El Asadero es económico. La talla fue adecuada y la precio podría mejorar. Cinco estrellas.,2023-10-13,1,0,44.97,0.05,positivo,"wifi,garantía,devolución",1,2,-1
R00480,U1298,P2052,Supermercado,EcoMarket,Santo Domingo,4,"Para ser Supermercado, EcoMarket resultó delicioso. Destaco envío, aunque sabor no fue ideal. Muy recomendado.",2024-02-27,2,5,61.4,0.1,positivo,"batería,wifi,envío",1,0,15
R00481,U1238,P2016,Ropa,ClassicLine,Santo Domingo,3,El ropa de ClassicLine es correcto. La batería fue adecuada y la talla podría mejorar. Nada especial.,2023-04-28,0,2,23.57,0.11,neutral,"batería,envío,calidad",0,2,-1
R00482,U1149,P2063,Restaurante,La Trattoria,San Juan,3,"Probé La Trattoria en categoría Restaurante. Experiencia correcto. talla bien, calidad regular. Ni bien ni mal.",2023-11-28,1,1,98.53,0.04,neutral,"batería,higiene,atención",0,1,-1
R00483,U1305,P2030,Electrónica,TecnoMax,Santo Domingo,2,El electrónica de TecnoMax es incómodo. La ubicación fue adecuada y la comodidad podría mejorar. No valió la pena.,2023-04-22,1,1,22.49,0.05,negativo,"wifi,calidad,precio",0,2,-1
R00484,U1126,P2062,Hotel,Hotel Mar Azul,Bogotá,5,"Para ser Hotel, Hotel Mar Azul resultó económico. Destaco talla, aunque precio no fue ideal. Vale cada peso.",2023-08-29,3,0,176.18,0.11,positivo,"wifi,garantía,sabor",1,0,-1
R00485,U1320,P2115,Restaurante,Cafeto,Lima,2,El restaurante de Cafeto es caro. La batería fue adecuada y la garantía podría mejorar. No lo recomiendo.,2023-05-08,2,2,49.43,0.13,negativo,"garantía,atención,wifi",0,2,25
R00486,U1143,P2031,Hotel,Andes Inn,Ciudad de México,4,Compré en Andes Inn (Hotel). Me pareció amable; calidad y devolución fueron determinantes. Muy recomendado.,2023-01-31,3,0,91.75,0.04,positivo,"atención,precio,sabor",1,1,30
R00487,U1123,P2111,Electrónica,Auralink,Miami,5,Compré en Auralink (Electrónica). Me pareció delicioso; sabor y wifi fueron determinantes. Cinco estrellas.,2023-10-01,1,1,77.11,0.03,positivo,"comodidad,precio,higiene",1,1,0
R00488,U1070,P2055,Restaurante,SushiGo,Ciudad de México,5,Compré en SushiGo (Restaurante). Me pareció cómodo; garantía y devolución fueron determinantes. Muy recomendado.,2024-03-14,1,1,39.64,0.29,positivo,"comodidad,wifi,batería",1,1,0
R00489,U1394,P2139,Restaurante,Cafeto,Puerto Plata,4,El restaurante de Cafeto es rápido. La calidad fue adecuada y la comodidad podría mejorar. Superó mis expectativas.,2023-12-26,1,2,70.94,0.2,positivo,"precio,batería,comodidad",1,2,-1
R00490,U1162,P2007,Ropa,UrbanWear,Puerto Plata,3,"Para ser Ropa, UrbanWear resultó estándar. Destaco higiene, aunque garantía no fue ideal. Podría mejorar.",2024-06-29,2,2,27.75,0.04,neutral,"precio,talla,envío",0,0,26
R00491,U1398,P2042,Ropa,UrbanWear,Quito,3,Compré en UrbanWear (Ropa). Me pareció promedio; devolución y comodidad fueron determinantes. Está bien por el precio.,2024-03-28,2,2,12.54,0.13,neutral,"atención,calidad,precio",0,1,12
R00492,U1118,P2015,Restaurante,Cafeto,New York,4,"Probé Cafeto en categoría Restaurante. Experiencia limpio. talla bien, ubicación regular. Lo volvería a comprar.",2023-07-23,1,2,39.26,0.14,positivo,"atención,batería,envío",1,1,0
R00493,U1332,P2014,Supermercado,EcoMarket,Ciudad de México,4,El supermercado de EcoMarket es económico. La precio fue adecuada y la atención podría mejorar. Vale cada peso.,2023-04-23,3,2,25.03,0.05,positivo,"sabor,precio,higiene",1,2,13
R00494,U1391,P2023,Hotel,Hotel Mar Azul,San Juan,2,"Probé Hotel Mar Azul en categoría Hotel. Experiencia incómodo. devolución bien, atención regular. Experiencia decepcionante.",2023-02-28,0,0,76.06,0.17,negativo,"envío,garantía,higiene",0,1,8
R00495,U1315,P2027,Electrónica,Photonix,New York,4,"Probé Photonix en categoría Electrónica. Experiencia económico. higiene bien, ubicación regular. Muy recomendado.",2023-08-30,0,1,74.79,0.05,positivo,"ubicación,talla,sabor",1,1,0
R00496,U1160,P2016,Ropa,ClassicLine,Lima,5,El ropa de ClassicLine es duradero. La wifi fue adecuada y la talla podría mejorar. Cinco estrellas.,2024-04-19,1,2,31.06,0.16,positivo,"higiene,comodidad,talla",1,2,-1
R00497,U1055,P2143,Supermercado,MercadoPlus,Lima,3,El supermercado de MercadoPlus es promedio. La wifi fue adecuada y la higiene podría mejorar. Ni bien ni mal.,2023-12-07,1,1,46.56,0.02,neutral,"ubicación,devolución,envío",0,2,3
R00498,U1198,P2112,Ropa,ClassicLine,Buenos Aires,5,"Para ser Ropa, ClassicLine resultó cómodo. Destaco ubicación, aunque higiene no fue ideal. Superó mis expectativas.",2023-08-27,2,3,61.86,0.09,positivo,"wifi,batería,envío",1,0,7
R00499,U1085,P2066,Supermercado,MaxiMarket,Santiago de los Caballeros,1,"Probé MaxiMarket en categoría Supermercado. Experiencia malo. precio bien, wifi regular. No valió la pena.",2023-07-07,1,3,30.77,0.12,negativo,"higiene,garantía,comodidad",0,1,14
R00500,U1369,P2100,Hotel,Andes Inn,Santo Domingo,3,"Probé Andes Inn en categoría Hotel. Experiencia normal. precio bien, ubicación regular. Ni bien ni mal.",2023-11-26,2,0,83.3,0.2,neutral,"wifi,calidad,precio",0,1,-1
R00501,U1091,P2096,Restaurante,Sabores Doña Ana,New York,4,Compré en Sabores Doña Ana (Restaurante). Me pareció económico; garantía y higiene fueron determinantes. Lo volvería a comprar.,2023-08-12,1,0,2.71,0.13,positivo,"ubicación,comodidad,atención",1,1,0
R00502,U1375,P2032,Ropa,UrbanWear,Ciudad de México,2,Compré en UrbanWear (Ropa). Me pareció defectuoso; calidad y comodidad fueron determinantes. No cumple lo prometido.,2023-02-13,5,1,66.88,0.22,negativo,"calidad,devolución,talla",0,1,0
R00503,U1281,P2087,Ropa,UrbanWear,Puerto Plata,3,Compré en UrbanWear (Ropa). Me pareció estándar; batería y precio fueron determinantes. Ni bien ni mal.,2024-01-20,6,0,65.23,0.0,neutral,"higiene,envío,precio",0,1,1
R00504,U1393,P2053,Electrónica,Auralink,Santiago de los Caballeros,3,Compré en Auralink (Electrónica). Me pareció estándar; talla y ubicación fueron determinantes. Nada especial.,2023-04-08,1,2,77.55,0.07,neutral,"talla,envío,higiene",0,1,0
R00505,U1067,P2004,Electrónica,Auralink,Quito,4,El electrónica de Auralink es delicioso. La ubicación fue adecuada y la wifi podría mejorar. Lo volvería a comprar.,2024-02-02,3,0,60.45,0.16,positivo,"atención,envío,comodidad",1,2,-1
R00506,U1252,P2139,Restaurante,Cafeto,Madrid,3,El restaurante de Cafeto es esperado. La ubicación fue adecuada y la higiene podría mejorar. Podría mejorar.,2023-07-06,1,2,18.5,0.08,neutral,"atención,devolución,comodidad",0,2,27
R00507,U1280,P2031,Hotel,Andes Inn,Santo Domingo,4,"Para ser Hotel, Andes Inn resultó potente. Destaco envío, aunque atención no fue ideal. Muy recomendado.",2023-10-20,2,1,190.12,0.02,positivo,"garantía,comodidad,batería",1,0,-1
R00508,U1074,P2052,Supermercado,EcoMarket,Puerto Plata,5,"Probé EcoMarket en categoría Supermercado. Experiencia duradero. sabor bien, calidad regular. Superó mis expectativas.",2024-03-26,2,3,43.82,0.33,positivo,"envío,batería,comodidad",1,1,6
R00509,U1082,P2117,Electrónica,Photonix,New York,4,"Probé Photonix en categoría Electrónica. Experiencia duradero. devolución bien, wifi regular. Cinco estrellas.",2024-04-14,1,1,46.09,0.09,positivo,"batería,garantía,comodidad",1,1,0
R00510,U1296,P2065,Hotel,CityLights,San Juan,3,"Probé CityLights en categoría Hotel. Experiencia estándar. sabor bien, ubicación regular. Nada especial.",2024-04-12,0,1,269.63,0.13,neutral,"sabor,envío,calidad",0,1,0
R00511,U1281,P2057,Hotel,Sueño Real,Lima,3,"Probé Sueño Real en categoría Hotel. Experiencia promedio. talla bien, garantía regular. Está bien por el precio.",2023-04-07,3,0,216.66,0.63,neutral,"calidad,garantía,ubicación",0,1,-1
R00512,U1107,P2134,Hotel,Hotel Mar Azul,Buenos Aires,5,El hotel de Hotel Mar Azul es excelente. La comodidad fue adecuada y la devolución podría mejorar. Lo volvería a comprar.,2024-04-18,3,0,379.31,0.09,positivo,"talla,atención,comodidad",1,2,-1
R00513,U1370,P2092,Restaurante,SushiGo,Panamá,5,"Para ser Restaurante, SushiGo resultó amable. Destaco sabor, aunque garantía no fue ideal. Cinco estrellas.",2023-08-26,1,1,28.84,0.03,positivo,"talla,comodidad,garantía",1,0,18
R00514,U1066,P2086,Restaurante,Sabores Doña Ana,New York,5,Compré en Sabores Doña Ana (Restaurante). Me pareció potente; ubicación y precio fueron determinantes. Vale cada peso.,2023-09-28,2,1,55.52,0.11,positivo,"comodidad,devolución,ubicación",1,1,0
R00515,U1148,P2112,Ropa,ClassicLine,Atlanta,2,Compré en ClassicLine (Ropa). Me pareció malo; batería y calidad fueron determinantes. Nunca más.,2023-11-22,3,1,99.55,0.19,negativo,"atención,envío,calidad",0,1,0
R00516,U1315,P2148,Ropa,Fit&Go,New York,4,Compré en Fit&Go (Ropa). Me pareció limpio; wifi y talla fueron determinantes. Superó mis expectativas.,2023-06-30,1,1,32.19,0.06,positivo,"higiene,devolución,envío",1,1,6
R00517,U1144,P2100,Hotel,Andes Inn,Miami,3,El hotel de Andes Inn es estándar. La wifi fue adecuada y la sabor podría mejorar. Ni bien ni mal.,2023-03-10,6,0,134.48,0.45,neutral,"garantía,calidad,devolución",0,2,-1
R00518,U1170,P2137,Hotel,Andes Inn,Panamá,3,"Para ser Hotel, Andes Inn resultó normal. Destaco precio, aunque garantía no fue ideal. Está bien por el precio.",2024-06-14,2,0,373.37,0.21,neutral,"sabor,higiene,comodidad",0,0,-1
R00519,U1344,P2022,Restaurante,El Asadero,Buenos Aires,4,"Para ser Restaurante, El Asadero resultó rápido. Destaco precio, aunque talla no fue ideal. Vale cada peso.",2024-05-17,0,1,8.89,0.18,positivo,"ubicación,devolución,envío",1,0,-1
R00520,U1211,P2031,Hotel,Andes Inn,Madrid,4,El hotel de Andes Inn es delicioso. La talla fue adecuada y la batería podría mejorar. Cinco estrellas.,2024-07-15,2,0,123.94,0.01,positivo,"talla,envío,wifi",1,2,-1
R00521,U1295,P2074,Supermercado,Abarrotes 24,Miami,5,"Probé Abarrotes 24 en categoría Supermercado. Experiencia maravilloso. garantía bien, envío regular. Muy recomendado.",2023-11-29,2,0,70.04,0.11,positivo,"batería,sabor,talla",1,1,0
R00522,U1273,P2133,Ropa,Eleganza,New York,3,"Para ser Ropa, Eleganza resultó correcto. Destaco comodidad, aunque calidad no fue ideal. Cumple lo básico.",2023-07-25,3,1,67.32,0.18,neutral,"precio,comodidad,talla",0,0,-1
R00523,U1161,P2002,Ropa,ClassicLine,Madrid,2,"Para ser Ropa, ClassicLine resultó grosero. Destaco ubicación, aunque atención no fue ideal. No lo recomiendo.",2023-05-26,0,2,120.1,0.12,negativo,"talla,envío,garantía",0,0,0
R00524,U1268,P2089,Hotel,EcoStay,Lima,4,"Probé EcoStay en categoría Hotel. Experiencia limpio. devolución bien, atención regular. Lo volvería a comprar.",2023-10-11,2,1,179.46,0.23,positivo,"garantía,precio,calidad",1,1,0
R00525,U1012,P2022,Restaurante,El Asadero,Atlanta,2,"Para ser Restaurante, El Asadero resultó lento. Destaco sabor, aunque wifi no fue ideal. Experiencia decepcionante.",2024-02-23,1,1,38.54,0.12,negativo,"devolución,ubicación,wifi",0,0,0
R00526,U1167,P2072,Ropa,ClassicLine,New York,3,"Probé ClassicLine en categoría Ropa. Experiencia esperado. atención bien, devolución regular. Cumple lo básico.",2024-05-25,1,1,96.04,0.11,neutral,"precio,calidad,wifi",0,1,0
R00527,U1267,P2109,Supermercado,MercadoPlus,Santiago de los Caballeros,3,El supermercado de MercadoPlus es aceptable. La calidad fue adecuada y la higiene podría mejorar. Ni bien ni mal.,2024-02-24,2,2,70.01,0.18,neutral,"calidad,envío,garantía",0,2,3
R00528,U1266,P2008,Supermercado,MaxiMarket,Bogotá,2,Compré en MaxiMarket (Supermercado). Me pareció malo; devolución y garantía fueron determinantes. No valió la pena.,2023-03-19,1,1,56.46,0.12,negativo,"devolución,batería,garantía",0,1,0
R00529,U1102,P2020,Supermercado,MaxiMarket,Puerto Plata,4,"Para ser Supermercado, MaxiMarket resultó potente. Destaco devolución, aunque ubicación no fue ideal. Superó mis expectativas.",2024-07-07,2,0,16.52,0.05,positivo,"atención,garantía,talla",1,0,7
R00530,U1080,P2017,Ropa,Fit&Go,Lima,3,"Para ser Ropa, Fit&Go resultó normal. Destaco wifi, aunque calidad no fue ideal. Ni bien ni mal.",2023-07-12,0,1,82.34,0.27,neutral,"garantía,calidad,envío",0,0,4
R00531,U1163,P2057,Hotel,Sueño Real,Lima,5,"Para ser Hotel, Sueño Real resultó duradero. Destaco precio, aunque calidad no fue ideal. Muy recomendado.",2023-05-31,0,0,353.23,0.35,positivo,"garantía,precio,devolución",1,0,-1
R00532,U1227,P2050,Hotel,Hotel Mar Azul,Ciudad de México,4,"Probé Hotel Mar Azul en categoría Hotel. Experiencia económico. calidad bien, ubicación regular. Lo volvería a comprar.",2024-08-07,2,0,92.85,0.06,positivo,"envío,precio,devolución",1,1,8
R00533,U1091,P2075,Supermercado,MercadoPlus,New York,5,Compré en MercadoPlus (Supermercado). Me pareció económico; sabor y garantía fueron determinantes. Cinco estrellas.,2024-06-12,1,1,118.81,0.02,positivo,"talla,comodidad,devolución",1,1,0
R00534,U1388,P2057,Hotel,Sueño Real,Santiago de los Caballeros,2,"Probé Sueño Real en categoría Hotel. Experiencia defectuoso. precio bien, calidad regular. No valió la pena.",2023-09-15,3,0,153.87,0.14,negativo,"batería,wifi,calidad",0,1,0
R00535,U1233,P2137,Hotel,Andes Inn,Panamá,4,"Para ser Hotel, Andes Inn resultó económico. Destaco atención, aunque garantía no fue ideal. Vale cada peso.",2023-10-10,5,0,205.38,0.46,positivo,"garantía,batería,talla",1,0,-1
R00536,U1186,P2132,Electrónica,NeuroSoft,Santiago de los Caballeros,3,"Probé NeuroSoft en categoría Electrónica. Experiencia estándar. ubicación bien, wifi regular. Nada especial.",2023-06-24,2,2,21.3,0.16,neutral,"higiene,precio,batería",0,1,0
R00537,U1179,P2066,Supermercado,MaxiMarket,Ciudad de México,2,El supermercado de MaxiMarket es caro. La comodidad fue adecuada y la batería podría mejorar. No cumple lo prometido.,2023-03-23,3,1,38.14,0.17,negativo,"ubicación,devolución,precio",0,2,22
R00538,U1365,P2048,Electrónica,Photonix,Quito,5,"Probé Photonix en categoría Electrónica. Experiencia potente. devolución bien, garantía regular. Lo volvería a comprar.",2023-03-20,3,1,55.15,0.06,positivo,"devolución,calidad,sabor",1,1,0
R00539,U1211,P2022,Restaurante,El Asadero,San Juan,3,Compré en El Asadero (Restaurante). Me pareció normal; ubicación y higiene fueron determinantes. Cumple lo básico.,2023-10-03,2,3,18.32,0.09,neutral,"atención,comodidad,devolución",0,1,0
R00540,U1355,P2025,Restaurante,Cafeto,New York,3,El restaurante de Cafeto es normal. La wifi fue adecuada y la devolución podría mejorar. Nada especial.,2023-03-17,5,1,55.27,0.2,neutral,"comodidad,higiene,talla",0,2,-1
R00541,U1364,P2012,Electrónica,VoltPro,Puerto Plata,3,"Probé VoltPro en categoría Electrónica. Experiencia normal. ubicación bien, sabor regular. Ni bien ni mal.",2023-09-10,0,1,13.91,0.02,neutral,"comodidad,ubicación,calidad",0,1,24
R00542,U1157,P2061,Ropa,Fit&Go,Santiago de los Caballeros,1,El ropa de Fit&Go es terrible. La devolución fue adecuada y la higiene podría mejorar. No valió la pena.,2023-10-17,2,1,52.24,0.32,negativo,"higiene,calidad,comodidad",0,2,-1
R00543,U1111,P2089,Hotel,EcoStay,Ciudad de México,3,"Para ser Hotel, EcoStay resultó aceptable. Destaco batería, aunque precio no fue ideal. Cumple lo básico.",2024-03-24,1,0,96.74,0.06,neutral,"precio,comodidad,batería",0,0,-1
